date,asset,is_halted,is_limit_locked,is_st
2023-01-03,AST058,False,False,False
2023-01-03,AST059,False,False,False
2023-01-04,AST000,False,False,False
2023-01-04,AST001,False,False,False
2023-01-04,AST002,False,False,False
2023-01-04,AST003,False,False,False
2023-01-04,AST004,False,False,False
2023-01-04,AST005,False,False,False
2023-01-04,AST006,False,False,False
2023-01-04,AST007,False,False,False
2023-01-04,AST008,False,False,False
2023-01-04,AST009,False,False,False
2023-01-04,AST010,False,False,False
2023-01-04,AST011,False,False,False
2023-01-04,AST012,False,False,False
2023-01-04,AST013,False,False,False
2023-01-04,AST014,False,False,False
2023-01-04,AST015,False,False,False
2023-01-04,AST016,False,False,False
2023-01-04,AST017,False,False,False
2023-01-04,AST018,False,False,False
2023-01-04,AST019,False,False,False
2023-01-04,AST020,False,False,False
2023-01-04,AST021,False,False,False
2023-01-04,AST022,False,False,False
2023-01-04,AST023,False,False,False
2023-01-04,AST024,False,False,False
2023-01-04,AST025,False,False,False
2023-01-04,AST026,False,False,False
2023-01-04,AST027,False,False,False
2023-01-04,AST028,False,False,False
2023-01-04,AST029,False,False,False
2023-01-04,AST030,False,False,False
2023-01-04,AST031,False,False,False
2023-01-04,AST032,False,False,False
2023-01-04,AST033,False,False,False
2023-01-04,AST034,False,False,False
2023-01-04,AST035,False,False,False
2023-01-04,AST036,False,False,False
2023-01-04,AST037,False,False,False
2023-01-04,AST038,False,False,False
2023-01-04,AST039,False,False,False
2023-01-04,AST040,False,False,False
2023-01-04,AST041,False,False,False
2023-01-04,AST042,False,False,False
2023-01-04,AST043,False,False,False
2023-01-04,AST044,False,False,False
2023-01-04,AST045,False,False,False
2023-01-04,AST046,False,False,False
2023-01-04,AST047,False,False,False
2023-01-04,AST048,False,False,False
2023-01-04,AST049,False,False,False
2023-01-04,AST050,False,False,False
2023-01-04,AST051,False,False,False
2023-01-04,AST052,False,False,False
2023-01-04,AST053,False,False,False
2023-01-04,AST054,False,False,False
2023-01-04,AST055,False,False,False
2023-01-04,AST056,False,False,False
2023-01-04,AST057,False,False,False
2023-01-04,AST058,False,False,False
2023-01-04,AST059,False,False,False
2023-01-05,AST000,False,False,False
2023-01-05,AST001,False,False,False
2023-01-05,AST002,False,False,False
2023-01-05,AST003,False,False,False
2023-01-05,AST004,False,False,False
2023-01-05,AST005,False,False,False
2023-01-05,AST006,False,False,False
2023-01-05,AST007,False,False,False
2023-01-05,AST008,False,False,False
2023-01-05,AST009,False,False,False
2023-01-05,AST010,False,False,False
2023-01-05,AST011,False,False,False
2023-01-05,AST012,False,False,False
2023-01-05,AST013,False,False,False
2023-01-05,AST014,False,False,False
2023-01-05,AST015,False,False,False
2023-01-05,AST016,False,False,False
2023-01-05,AST017,False,False,False
2023-01-05,AST018,False,False,False
2023-01-05,AST019,False,False,False
2023-01-05,AST020,False,False,False
2023-01-05,AST021,False,False,False
2023-01-05,AST022,False,False,False
2023-01-05,AST023,False,False,False
2023-01-05,AST024,False,False,False
2023-01-05,AST025,False,False,False
2023-01-05,AST026,False,False,False
2023-01-05,AST027,False,False,False
2023-01-05,AST028,False,False,False
2023-01-05,AST029,False,False,False
2023-01-05,AST030,False,False,False
2023-01-05,AST031,False,False,False
2023-01-05,AST032,False,False,False
2023-01-05,AST033,False,False,False
2023-01-05,AST034,False,False,False
2023-01-05,AST035,False,False,False
2023-01-05,AST036,False,False,False
2023-01-05,AST037,False,False,False
2023-01-05,AST038,False,False,False
2023-01-05,AST039,False,False,False
2023-01-05,AST040,False,False,False
2023-01-05,AST041,False,False,False
2023-01-05,AST042,False,False,False
2023-01-05,AST043,False,False,False
2023-01-05,AST044,False,False,False
2023-01-05,AST045,False,False,False
2023-01-05,AST046,False,False,False
2023-01-05,AST047,False,False,False
2023-01-05,AST048,False,False,False
2023-01-05,AST049,False,False,False
2023-01-05,AST050,False,False,False
2023-01-05,AST051,False,False,False
2023-01-05,AST052,False,False,False
2023-01-05,AST053,False,False,False
2023-01-05,AST054,False,False,False
2023-01-05,AST055,False,False,False
2023-01-05,AST056,False,False,False
2023-01-05,AST057,False,False,False
2023-01-05,AST058,False,False,False
2023-01-05,AST059,False,False,False
2023-01-06,AST000,False,False,False
2023-01-06,AST001,False,False,False
2023-01-06,AST002,False,False,False
2023-01-06,AST003,False,False,False
2023-01-06,AST004,False,False,False
2023-01-06,AST005,False,False,False
2023-01-06,AST006,False,False,False
2023-01-06,AST007,False,False,False
2023-01-06,AST008,False,False,False
2023-01-06,AST009,False,False,False
2023-01-06,AST010,False,False,False
2023-01-06,AST011,False,False,False
2023-01-06,AST012,False,False,False
2023-01-06,AST013,False,False,False
2023-01-06,AST014,False,False,False
2023-01-06,AST015,False,False,False
2023-01-06,AST016,False,False,False
2023-01-06,AST017,False,False,False
2023-01-06,AST018,False,False,False
2023-01-06,AST019,False,False,False
2023-01-06,AST020,False,False,False
2023-01-06,AST021,False,False,False
2023-01-06,AST022,False,False,False
2023-01-06,AST023,False,False,False
2023-01-06,AST024,False,False,False
2023-01-06,AST025,False,False,False
2023-01-06,AST026,False,False,False
2023-01-06,AST027,False,False,False
2023-01-06,AST028,False,False,False
2023-01-06,AST029,False,False,False
2023-01-06,AST030,False,False,False
2023-01-06,AST031,False,False,False
2023-01-06,AST032,False,False,False
2023-01-06,AST033,False,False,False
2023-01-06,AST034,False,False,False
2023-01-06,AST035,False,False,False
2023-01-06,AST036,False,False,False
2023-01-06,AST037,False,False,False
2023-01-06,AST038,False,False,False
2023-01-06,AST039,False,False,False
2023-01-06,AST040,False,False,False
2023-01-06,AST041,False,False,False
2023-01-06,AST042,False,False,False
2023-01-06,AST043,False,False,False
2023-01-06,AST044,False,False,False
2023-01-06,AST045,False,False,False
2023-01-06,AST046,False,False,False
2023-01-06,AST047,False,False,False
2023-01-06,AST048,False,False,False
2023-01-06,AST049,False,False,False
2023-01-06,AST050,False,False,False
2023-01-06,AST051,False,False,False
2023-01-06,AST052,False,False,False
2023-01-06,AST053,False,False,False
2023-01-06,AST054,False,False,False
2023-01-06,AST055,False,False,False
2023-01-06,AST056,False,False,False
2023-01-06,AST057,False,False,False
2023-01-06,AST058,False,False,False
2023-01-06,AST059,False,False,False
2023-01-09,AST000,False,False,False
2023-01-09,AST001,False,False,False
2023-01-09,AST002,False,False,False
2023-01-09,AST003,False,False,False
2023-01-09,AST004,False,False,False
2023-01-09,AST005,False,False,False
2023-01-09,AST006,False,False,False
2023-01-09,AST007,False,False,False
2023-01-09,AST008,False,False,False
2023-01-09,AST009,False,False,False
2023-01-09,AST010,False,False,False
2023-01-09,AST011,False,False,False
2023-01-09,AST012,False,False,False
2023-01-09,AST013,False,False,False
2023-01-09,AST014,False,False,False
2023-01-09,AST015,False,False,False
2023-01-09,AST016,False,False,False
2023-01-09,AST017,False,False,False
2023-01-09,AST018,False,False,False
2023-01-09,AST019,False,False,False
2023-01-09,AST020,False,False,False
2023-01-09,AST021,False,False,False
2023-01-09,AST022,False,False,False
2023-01-09,AST023,False,False,False
2023-01-09,AST024,False,False,False
2023-01-09,AST025,False,False,False
2023-01-09,AST026,False,False,False
2023-01-09,AST027,False,False,False
2023-01-09,AST028,False,False,False
2023-01-09,AST029,False,False,False
2023-01-09,AST030,False,False,False
2023-01-09,AST031,False,False,False
2023-01-09,AST032,False,False,False
2023-01-09,AST033,False,False,False
2023-01-09,AST034,False,False,False
2023-01-09,AST035,False,False,False
2023-01-09,AST036,False,False,False
2023-01-09,AST037,False,False,False
2023-01-09,AST038,False,False,False
2023-01-09,AST039,False,False,False
2023-01-09,AST040,False,False,False
2023-01-09,AST041,False,False,False
2023-01-09,AST042,False,False,False
2023-01-09,AST043,False,False,False
2023-01-09,AST044,False,False,False
2023-01-09,AST045,False,False,False
2023-01-09,AST046,False,False,False
2023-01-09,AST047,False,False,False
2023-01-09,AST048,False,False,False
2023-01-09,AST049,False,False,False
2023-01-09,AST050,False,False,False
2023-01-09,AST051,False,False,False
2023-01-09,AST052,False,False,False
2023-01-09,AST053,False,False,False
2023-01-09,AST054,False,False,False
2023-01-09,AST055,False,False,False
2023-01-09,AST056,False,False,False
2023-01-09,AST057,False,False,False
2023-01-09,AST058,False,False,False
2023-01-09,AST059,False,False,False
2023-01-10,AST000,False,False,False
2023-01-10,AST001,False,False,False
2023-01-10,AST002,False,False,False
2023-01-10,AST003,False,False,False
2023-01-10,AST004,False,False,False
2023-01-10,AST005,False,False,False
2023-01-10,AST006,False,False,False
2023-01-10,AST007,False,False,False
2023-01-10,AST008,False,False,False
2023-01-10,AST009,False,False,False
2023-01-10,AST010,False,False,False
2023-01-10,AST011,False,False,False
2023-01-10,AST012,False,False,False
2023-01-10,AST013,False,False,False
2023-01-10,AST014,False,False,False
2023-01-10,AST015,False,False,False
2023-01-10,AST016,False,False,False
2023-01-10,AST017,False,False,False
2023-01-10,AST018,False,False,False
2023-01-10,AST019,False,False,False
2023-01-10,AST020,False,False,False
2023-01-10,AST021,False,False,False
2023-01-10,AST022,False,False,False
2023-01-10,AST023,False,False,False
2023-01-10,AST024,False,False,False
2023-01-10,AST025,False,False,False
2023-01-10,AST026,False,False,False
2023-01-10,AST027,False,False,False
2023-01-10,AST028,False,False,False
2023-01-10,AST029,False,False,False
2023-01-10,AST030,False,False,False
2023-01-10,AST031,False,False,False
2023-01-10,AST032,False,False,False
2023-01-10,AST033,False,False,False
2023-01-10,AST034,False,False,False
2023-01-10,AST035,False,False,False
2023-01-10,AST036,False,False,False
2023-01-10,AST037,False,False,False
2023-01-10,AST038,False,False,False
2023-01-10,AST039,False,False,False
2023-01-10,AST040,False,False,False
2023-01-10,AST041,False,False,False
2023-01-10,AST042,False,False,False
2023-01-10,AST043,False,False,False
2023-01-10,AST044,False,False,False
2023-01-10,AST045,False,False,False
2023-01-10,AST046,False,False,False
2023-01-10,AST047,False,False,False
2023-01-10,AST048,False,False,False
2023-01-10,AST049,False,False,False
2023-01-10,AST050,False,False,False
2023-01-10,AST051,False,False,False
2023-01-10,AST052,False,False,False
2023-01-10,AST053,False,False,False
2023-01-10,AST054,False,False,False
2023-01-10,AST055,False,False,False
2023-01-10,AST056,False,False,False
2023-01-10,AST057,False,False,False
2023-01-10,AST058,False,False,False
2023-01-10,AST059,False,False,False
2023-01-11,AST000,False,False,False
2023-01-11,AST001,False,False,False
2023-01-11,AST002,False,False,False
2023-01-11,AST003,False,False,False
2023-01-11,AST004,False,False,False
2023-01-11,AST005,False,False,False
2023-01-11,AST006,False,False,False
2023-01-11,AST007,False,False,False
2023-01-11,AST008,False,False,False
2023-01-11,AST009,False,False,False
2023-01-11,AST010,False,False,False
2023-01-11,AST011,False,False,False
2023-01-11,AST012,False,False,False
2023-01-11,AST013,False,False,False
2023-01-11,AST014,False,False,False
2023-01-11,AST015,False,False,False
2023-01-11,AST016,False,False,False
2023-01-11,AST017,False,False,False
2023-01-11,AST018,False,False,False
2023-01-11,AST019,False,False,False
2023-01-11,AST020,False,False,False
2023-01-11,AST021,False,False,False
2023-01-11,AST022,False,False,False
2023-01-11,AST023,False,False,False
2023-01-11,AST024,False,False,False
2023-01-11,AST025,False,False,False
2023-01-11,AST026,False,False,False
2023-01-11,AST027,False,False,False
2023-01-11,AST028,False,False,False
2023-01-11,AST029,False,False,False
2023-01-11,AST030,False,False,False
2023-01-11,AST031,False,False,False
2023-01-11,AST032,False,False,False
2023-01-11,AST033,False,False,False
2023-01-11,AST034,False,False,False
2023-01-11,AST035,False,False,False
2023-01-11,AST036,False,False,False
2023-01-11,AST037,False,False,False
2023-01-11,AST038,False,False,False
2023-01-11,AST039,False,False,False
2023-01-11,AST040,False,False,False
2023-01-11,AST041,False,False,False
2023-01-11,AST042,False,False,False
2023-01-11,AST043,False,False,False
2023-01-11,AST044,False,False,False
2023-01-11,AST045,False,False,False
2023-01-11,AST046,False,False,False
2023-01-11,AST047,False,False,False
2023-01-11,AST048,False,False,False
2023-01-11,AST049,False,False,False
2023-01-11,AST050,False,False,False
2023-01-11,AST051,False,False,False
2023-01-11,AST052,False,False,False
2023-01-11,AST053,False,False,False
2023-01-11,AST054,False,False,False
2023-01-11,AST055,False,False,False
2023-01-11,AST056,False,False,False
2023-01-11,AST057,False,False,False
2023-01-11,AST058,False,False,False
2023-01-11,AST059,False,False,False
2023-01-12,AST000,False,False,False
2023-01-12,AST001,False,False,False
2023-01-12,AST002,False,False,False
2023-01-12,AST003,False,False,False
2023-01-12,AST004,False,False,False
2023-01-12,AST005,False,False,False
2023-01-12,AST006,False,False,False
2023-01-12,AST007,False,False,False
2023-01-12,AST008,False,False,False
2023-01-12,AST009,False,False,False
2023-01-12,AST010,False,False,False
2023-01-12,AST011,False,False,False
2023-01-12,AST012,False,False,False
2023-01-12,AST013,False,False,False
2023-01-12,AST014,False,False,False
2023-01-12,AST015,False,False,False
2023-01-12,AST016,False,False,False
2023-01-12,AST017,False,False,False
2023-01-12,AST018,False,False,False
2023-01-12,AST019,False,False,False
2023-01-12,AST020,False,False,False
2023-01-12,AST021,False,False,False
2023-01-12,AST022,False,False,False
2023-01-12,AST023,False,False,False
2023-01-12,AST024,False,False,False
2023-01-12,AST025,False,False,False
2023-01-12,AST026,False,False,False
2023-01-12,AST027,False,False,False
2023-01-12,AST028,False,False,False
2023-01-12,AST029,False,False,False
2023-01-12,AST030,False,False,False
2023-01-12,AST031,False,False,False
2023-01-12,AST032,False,False,False
2023-01-12,AST033,False,False,False
2023-01-12,AST034,False,False,False
2023-01-12,AST035,False,False,False
2023-01-12,AST036,False,False,False
2023-01-12,AST037,False,False,False
2023-01-12,AST038,False,False,False
2023-01-12,AST039,False,False,False
2023-01-12,AST040,False,False,False
2023-01-12,AST041,False,False,False
2023-01-12,AST042,False,False,False
2023-01-12,AST043,False,False,False
2023-01-12,AST044,False,False,False
2023-01-12,AST045,False,False,False
2023-01-12,AST046,False,False,False
2023-01-12,AST047,False,False,False
2023-01-12,AST048,False,False,False
2023-01-12,AST049,False,False,False
2023-01-12,AST050,False,False,False
2023-01-12,AST051,False,False,False
2023-01-12,AST052,False,False,False
2023-01-12,AST053,False,False,False
2023-01-12,AST054,False,False,False
2023-01-12,AST055,False,False,False
2023-01-12,AST056,False,False,False
2023-01-12,AST057,False,False,False
2023-01-12,AST058,False,False,False
2023-01-12,AST059,False,False,False
2023-01-13,AST000,False,False,False
2023-01-13,AST001,False,False,False
2023-01-13,AST002,False,False,False
2023-01-13,AST003,False,False,False
2023-01-13,AST004,False,False,False
2023-01-13,AST005,False,False,False
2023-01-13,AST006,False,False,False
2023-01-13,AST007,False,False,False
2023-01-13,AST008,False,False,False
2023-01-13,AST009,False,False,False
2023-01-13,AST010,False,False,False
2023-01-13,AST011,False,False,False
2023-01-13,AST012,False,False,False
2023-01-13,AST013,False,False,False
2023-01-13,AST014,False,False,False
2023-01-13,AST015,False,False,False
2023-01-13,AST016,False,False,False
2023-01-13,AST017,False,False,False
2023-01-13,AST018,False,False,False
2023-01-13,AST019,False,False,False
2023-01-13,AST020,False,False,False
2023-01-13,AST021,False,False,False
2023-01-13,AST022,False,False,False
2023-01-13,AST023,False,False,False
2023-01-13,AST024,False,False,False
2023-01-13,AST025,False,False,False
2023-01-13,AST026,False,False,False
2023-01-13,AST027,False,False,False
2023-01-13,AST028,False,False,False
2023-01-13,AST029,False,False,False
2023-01-13,AST030,False,False,False
2023-01-13,AST031,False,False,False
2023-01-13,AST032,False,False,False
2023-01-13,AST033,False,False,False
2023-01-13,AST034,False,False,False
2023-01-13,AST035,False,False,False
2023-01-13,AST036,False,False,False
2023-01-13,AST037,False,False,False
2023-01-13,AST038,False,False,False
2023-01-13,AST039,False,False,False
2023-01-13,AST040,False,False,False
2023-01-13,AST041,False,False,False
2023-01-13,AST042,False,False,False
2023-01-13,AST043,False,False,False
2023-01-13,AST044,False,False,False
2023-01-13,AST045,False,False,False
2023-01-13,AST046,False,False,False
2023-01-13,AST047,False,False,False
2023-01-13,AST048,False,False,False
2023-01-13,AST049,False,False,False
2023-01-13,AST050,False,False,False
2023-01-13,AST051,False,False,False
2023-01-13,AST052,False,False,False
2023-01-13,AST053,False,False,False
2023-01-13,AST054,False,False,False
2023-01-13,AST055,False,False,False
2023-01-13,AST056,False,False,False
2023-01-13,AST057,False,False,False
2023-01-13,AST058,False,False,False
2023-01-13,AST059,False,False,False
2023-01-16,AST000,False,False,False
2023-01-16,AST001,False,False,False
2023-01-16,AST002,False,False,False
2023-01-16,AST003,False,False,False
2023-01-16,AST004,False,False,False
2023-01-16,AST005,False,False,False
2023-01-16,AST006,False,False,False
2023-01-16,AST007,False,False,False
2023-01-16,AST008,False,False,False
2023-01-16,AST009,False,False,False
2023-01-16,AST010,False,False,False
2023-01-16,AST011,False,False,False
2023-01-16,AST012,False,False,False
2023-01-16,AST013,False,False,False
2023-01-16,AST014,False,False,False
2023-01-16,AST015,False,False,False
2023-01-16,AST016,False,False,False
2023-01-16,AST017,False,False,False
2023-01-16,AST018,False,False,False
2023-01-16,AST019,False,False,False
2023-01-16,AST020,False,False,False
2023-01-16,AST021,False,False,False
2023-01-16,AST022,False,False,False
2023-01-16,AST023,False,False,False
2023-01-16,AST024,False,False,False
2023-01-16,AST025,False,False,False
2023-01-16,AST026,False,False,False
2023-01-16,AST027,False,False,False
2023-01-16,AST028,False,False,False
2023-01-16,AST029,False,False,False
2023-01-16,AST030,False,False,False
2023-01-16,AST031,False,False,False
2023-01-16,AST032,False,False,False
2023-01-16,AST033,False,False,False
2023-01-16,AST034,False,False,False
2023-01-16,AST035,False,False,False
2023-01-16,AST036,False,False,False
2023-01-16,AST037,False,False,False
2023-01-16,AST038,False,False,False
2023-01-16,AST039,False,False,False
2023-01-16,AST040,False,False,False
2023-01-16,AST041,False,False,False
2023-01-16,AST042,False,False,False
2023-01-16,AST043,False,False,False
2023-01-16,AST044,False,False,False
2023-01-16,AST045,False,False,False
2023-01-16,AST046,False,False,False
2023-01-16,AST047,False,False,False
2023-01-16,AST048,False,False,False
2023-01-16,AST049,False,False,False
2023-01-16,AST050,False,False,False
2023-01-16,AST051,False,False,False
2023-01-16,AST052,False,False,False
2023-01-16,AST053,False,False,False
2023-01-16,AST054,False,False,False
2023-01-16,AST055,False,False,False
2023-01-16,AST056,False,False,False
2023-01-16,AST057,False,False,False
2023-01-16,AST058,False,False,False
2023-01-16,AST059,False,False,False
2023-01-17,AST000,False,False,False
2023-01-17,AST001,False,False,False
2023-01-17,AST002,False,False,False
2023-01-17,AST003,False,False,False
2023-01-17,AST004,False,False,False
2023-01-17,AST005,False,False,False
2023-01-17,AST006,False,False,False
2023-01-17,AST007,False,False,False
2023-01-17,AST008,False,False,False
2023-01-17,AST009,False,False,False
2023-01-17,AST010,False,False,False
2023-01-17,AST011,False,False,False
2023-01-17,AST012,False,False,False
2023-01-17,AST013,False,False,False
2023-01-17,AST014,False,False,False
2023-01-17,AST015,False,False,False
2023-01-17,AST016,False,False,False
2023-01-17,AST017,False,False,False
2023-01-17,AST018,False,False,False
2023-01-17,AST019,False,False,False
2023-01-17,AST020,False,False,False
2023-01-17,AST021,False,False,False
2023-01-17,AST022,False,False,False
2023-01-17,AST023,False,False,False
2023-01-17,AST024,False,False,False
2023-01-17,AST025,False,False,False
2023-01-17,AST026,False,False,False
2023-01-17,AST027,False,False,False
2023-01-17,AST028,False,False,False
2023-01-17,AST029,False,False,False
2023-01-17,AST030,False,False,False
2023-01-17,AST031,False,False,False
2023-01-17,AST032,False,False,False
2023-01-17,AST033,False,False,False
2023-01-17,AST034,False,False,False
2023-01-17,AST035,False,False,False
2023-01-17,AST036,False,False,False
2023-01-17,AST037,False,False,False
2023-01-17,AST038,False,False,False
2023-01-17,AST039,False,False,False
2023-01-17,AST040,False,False,False
2023-01-17,AST041,False,False,False
2023-01-17,AST042,False,False,False
2023-01-17,AST043,False,False,False
2023-01-17,AST044,False,False,False
2023-01-17,AST045,False,False,False
2023-01-17,AST046,False,False,False
2023-01-17,AST047,False,False,False
2023-01-17,AST048,False,False,False
2023-01-17,AST049,False,False,False
2023-01-17,AST050,False,False,False
2023-01-17,AST051,False,False,False
2023-01-17,AST052,False,False,False
2023-01-17,AST053,False,False,False
2023-01-17,AST054,False,False,False
2023-01-17,AST055,False,False,False
2023-01-17,AST056,False,False,False
2023-01-17,AST057,False,False,False
2023-01-17,AST058,False,False,False
2023-01-17,AST059,False,False,False
2023-01-18,AST000,False,False,False
2023-01-18,AST001,False,False,False
2023-01-18,AST002,False,False,False
2023-01-18,AST003,False,False,False
2023-01-18,AST004,False,False,False
2023-01-18,AST005,False,False,False
2023-01-18,AST006,False,False,False
2023-01-18,AST007,False,False,False
2023-01-18,AST008,False,False,False
2023-01-18,AST009,False,False,False
2023-01-18,AST010,False,False,False
2023-01-18,AST011,False,False,False
2023-01-18,AST012,False,False,False
2023-01-18,AST013,False,False,False
2023-01-18,AST014,False,False,False
2023-01-18,AST015,False,False,False
2023-01-18,AST016,False,False,False
2023-01-18,AST017,False,False,False
2023-01-18,AST018,False,False,False
2023-01-18,AST019,False,False,False
2023-01-18,AST020,False,False,False
2023-01-18,AST021,False,False,False
2023-01-18,AST022,False,False,False
2023-01-18,AST023,False,False,False
2023-01-18,AST024,False,False,False
2023-01-18,AST025,True,False,False
2023-01-18,AST026,False,False,False
2023-01-18,AST027,False,False,False
2023-01-18,AST028,False,False,False
2023-01-18,AST029,False,False,False
2023-01-18,AST030,False,False,False
2023-01-18,AST031,False,False,False
2023-01-18,AST032,False,False,False
2023-01-18,AST033,False,False,False
2023-01-18,AST034,False,False,False
2023-01-18,AST035,False,False,False
2023-01-18,AST036,False,False,False
2023-01-18,AST037,False,False,False
2023-01-18,AST038,False,False,False
2023-01-18,AST039,False,False,False
2023-01-18,AST040,False,False,False
2023-01-18,AST041,False,False,False
2023-01-18,AST042,False,False,False
2023-01-18,AST043,False,False,False
2023-01-18,AST044,False,False,False
2023-01-18,AST045,False,False,False
2023-01-18,AST046,False,False,False
2023-01-18,AST047,False,False,False
2023-01-18,AST048,False,False,False
2023-01-18,AST049,False,False,False
2023-01-18,AST050,False,False,False
2023-01-18,AST051,False,False,False
2023-01-18,AST052,False,False,False
2023-01-18,AST053,False,False,False
2023-01-18,AST054,False,False,False
2023-01-18,AST055,False,False,False
2023-01-18,AST056,False,False,False
2023-01-18,AST057,False,False,False
2023-01-18,AST058,False,False,False
2023-01-18,AST059,False,False,False
2023-01-19,AST000,False,False,False
2023-01-19,AST001,False,False,False
2023-01-19,AST002,False,False,False
2023-01-19,AST003,False,False,False
2023-01-19,AST004,False,False,False
2023-01-19,AST005,False,False,False
2023-01-19,AST006,False,False,False
2023-01-19,AST007,False,False,False
2023-01-19,AST008,False,False,False
2023-01-19,AST009,False,False,False
2023-01-19,AST010,False,False,False
2023-01-19,AST011,False,False,False
2023-01-19,AST012,False,False,False
2023-01-19,AST013,False,False,False
2023-01-19,AST014,False,False,False
2023-01-19,AST015,False,False,False
2023-01-19,AST016,False,False,False
2023-01-19,AST017,False,False,False
2023-01-19,AST018,False,False,False
2023-01-19,AST019,False,False,False
2023-01-19,AST020,False,False,False
2023-01-19,AST021,False,False,False
2023-01-19,AST022,False,False,False
2023-01-19,AST023,False,False,False
2023-01-19,AST024,False,False,False
2023-01-19,AST025,False,False,False
2023-01-19,AST026,False,False,False
2023-01-19,AST027,False,False,False
2023-01-19,AST028,False,False,False
2023-01-19,AST029,False,False,False
2023-01-19,AST030,False,False,False
2023-01-19,AST031,False,False,False
2023-01-19,AST032,False,False,False
2023-01-19,AST033,False,False,False
2023-01-19,AST034,False,False,False
2023-01-19,AST035,False,False,False
2023-01-19,AST036,False,False,False
2023-01-19,AST037,False,False,False
2023-01-19,AST038,False,False,False
2023-01-19,AST039,False,False,False
