date,asset,close,volume,dollar_volume
2023-01-03,AST007,76.57719386357067,5000,382885.96931785333
2023-01-03,AST008,79.98006205573495,5000,399900.31027867476
2023-01-03,AST009,75.91174139671894,5000,379558.7069835947
2023-01-03,AST010,85.0641816955192,5000,425320.90847759595
2023-01-03,AST011,72.25676039589979,5000,361283.80197949894
2023-01-03,AST012,75.30374535313814,5000,376518.7267656907
2023-01-03,AST013,74.70119922070947,5000,373505.99610354734
2023-01-03,AST014,59.06196417753332,5000,295309.8208876666
2023-01-03,AST015,67.09253864285208,5000,335462.6932142604
2023-01-03,AST016,73.19951947051361,5000,365997.59735256806
2023-01-03,AST017,72.66704788165586,5000,363335.2394082793
2023-01-03,AST018,71.60966464087504,5000,358048.3232043752
2023-01-03,AST019,66.76078746168704,5000,333803.9373084352
2023-01-03,AST020,70.04279743280415,5000,350213.9871640208
2023-01-03,AST021,96.73487383802862,5000,483674.3691901431
2023-01-03,AST022,97.62549543710566,5000,488127.47718552826
2023-01-03,AST023,67.22068337613194,5000,336103.4168806597
2023-01-03,AST024,88.95262806569235,5000,444763.14032846177
2023-01-03,AST025,65.74606551143046,5000,328730.3275571523
2023-01-03,AST026,71.81073360883921,5000,359053.6680441961
2023-01-03,AST027,73.39560219119636,5000,366978.0109559818
2023-01-03,AST028,73.61357874562215,5000,368067.89372811076
2023-01-03,AST029,78.99339235840038,5000,394966.9617920019
2023-01-03,AST030,69.95327215061448,5000,349766.3607530724
2023-01-03,AST031,84.15764363011822,5000,420788.21815059107
2023-01-03,AST032,64.91208230213223,5000,324560.4115106612
2023-01-03,AST033,68.49472212625146,5000,342473.6106312573
2023-01-03,AST034,63.463300014781275,5000,317316.5000739064
2023-01-03,AST035,64.76568685030146,5000,323828.43425150734
2023-01-03,AST036,78.60100552305,5000,393005.02761525003
2023-01-03,AST037,87.34237831355618,5000,436711.8915677809
2023-01-03,AST038,68.78960284625678,5000,343948.0142312839
2023-01-03,AST039,99.06644877686256,5000,495332.2438843128
2023-01-03,AST040,70.10161540257187,5000,350508.07701285934
2023-01-03,AST041,80.41297361260214,5000,402064.86806301074
2023-01-03,AST042,63.89445921078541,5000,319472.29605392704
2023-01-03,AST043,75.5028241561535,5000,377514.12078076747
2023-01-03,AST044,70.83112699658655,5000,354155.63498293277
2023-01-03,AST045,71.94585071179347,5000,359729.2535589673
2023-01-03,AST046,57.73478141722611,5000,288673.9070861305
2023-01-03,AST047,77.70138663408711,5000,388506.9331704356
2023-01-03,AST048,63.60746583665524,5000,318037.32918327616
2023-01-03,AST049,66.3750651737413,5000,331875.3258687065
2023-01-03,AST050,85.17776961690129,5000,425888.84808450646
2023-01-03,AST051,79.6607182412015,5000,398303.59120600746
2023-01-03,AST052,77.42800082466042,5000,387140.00412330206
2023-01-03,AST053,66.2044795929558,5000,331022.39796477905
2023-01-03,AST054,80.93517985896214,5000,404675.8992948107
2023-01-03,AST055,69.23620711194332,5000,346181.0355597166
2023-01-03,AST056,73.31521689044445,5000,366576.0844522222
2023-01-03,AST057,74.2726263314225,5000,371363.1316571125
2023-01-03,AST058,77.95493982536775,5000,389774.6991268387
2023-01-03,AST059,65.43946222852996,5000,327197.3111426498
2023-01-04,AST000,68.66858258240129,5000,343342.91291200643
2023-01-04,AST001,72.24647658420912,5000,361232.3829210456
2023-01-04,AST002,74.01694867849272,5000,370084.7433924636
2023-01-04,AST003,79.98576745407486,5000,399928.8372703743
2023-01-04,AST004,68.5427301109762,5000,342713.65055488097
2023-01-04,AST005,68.14143526272328,5000,340707.1763136164
2023-01-04,AST006,93.17649148855806,5000,465882.45744279027
2023-01-04,AST007,76.42635794543698,5000,382131.78972718486
2023-01-04,AST008,79.43688480645852,5000,397184.4240322926
2023-01-04,AST009,75.81752038589302,5000,379087.6019294651
2023-01-04,AST010,85.45094305971928,5000,427254.7152985964
2023-01-04,AST011,72.35409334141315,5000,361770.46670706576
2023-01-04,AST012,77.15961182927701,5000,385798.05914638506
2023-01-04,AST013,74.1496761522651,5000,370748.38076132553
2023-01-04,AST014,60.425053386687054,5000,302125.2669334353
2023-01-04,AST015,67.21107191945957,5000,336055.35959729785
2023-01-04,AST016,74.59148464158706,5000,372957.4232079353
2023-01-04,AST017,71.76957325891946,5000,358847.86629459733
2023-01-04,AST018,71.464872397728,5000,357324.36198864
2023-01-04,AST019,66.89761758340921,5000,334488.0879170461
2023-01-04,AST020,70.61991345552134,5000,353099.5672776067
2023-01-04,AST021,96.11084214128057,5000,480554.21070640284
2023-01-04,AST022,99.11418881652749,5000,495570.94408263743
2023-01-04,AST023,67.25210371310246,5000,336260.51856551226
2023-01-04,AST024,89.63560588890219,5000,448178.02944451093
2023-01-04,AST025,65.15035856499885,5000,325751.79282499425
2023-01-04,AST026,71.49695331019154,5000,357484.7665509577
2023-01-04,AST027,72.82121897399391,5000,364106.0948699695
2023-01-04,AST028,73.18537122059182,5000,365926.8561029591
2023-01-04,AST029,79.038480145377,5000,395192.40072688495
2023-01-04,AST030,71.35167078410704,5000,356758.35392053524
2023-01-04,AST031,85.58505786130208,5000,427925.28930651036
2023-01-04,AST032,63.986672770929125,5000,319933.36385464564
2023-01-04,AST033,68.1834606331096,5000,340917.303165548
2023-01-04,AST034,64.02545552981033,5000,320127.2776490516
2023-01-04,AST035,65.47016895497026,5000,327350.8447748513
2023-01-04,AST036,79.69091155843009,5000,398454.5577921504
2023-01-04,AST037,89.7034963805197,5000,448517.48190259846
2023-01-04,AST038,69.45659701660465,5000,347282.98508302326
2023-01-04,AST039,101.01883659015523,5000,505094.1829507762
2023-01-04,AST040,70.85967376336917,5000,354298.3688168459
2023-01-04,AST041,79.42896271824624,5000,397144.8135912312
2023-01-04,AST042,65.61283462298266,5000,328064.1731149133
2023-01-04,AST043,76.18899194870701,5000,380944.9597435351
2023-01-04,AST044,70.80972588895361,5000,354048.629444768
2023-01-04,AST045,71.80985655749573,5000,359049.28278747865
2023-01-04,AST046,57.71083853452582,5000,288554.1926726291
2023-01-04,AST047,79.51113579667543,5000,397555.6789833772
2023-01-04,AST048,64.56429260930939,5000,322821.46304654697
2023-01-04,AST049,67.68466535316372,5000,338423.32676581864
2023-01-04,AST050,85.26877952465473,5000,426343.89762327366
2023-01-04,AST051,80.08901920418741,5000,400445.096020937
2023-01-04,AST052,77.95884631244701,5000,389794.23156223504
2023-01-04,AST053,66.04646760731242,5000,330232.3380365621
2023-01-04,AST054,80.27222195318613,5000,401361.1097659307
2023-01-04,AST055,70.09404977935176,5000,350470.2488967588
2023-01-04,AST056,72.97138514352821,5000,364856.9257176411
2023-01-04,AST057,73.64287919846237,5000,368214.3959923118
2023-01-04,AST058,78.30168384670388,5000,391508.4192335194
2023-01-04,AST059,67.42155192012387,5000,337107.7596006194
2023-01-05,AST000,69.7628154244096,5000,348814.07712204795
2023-01-05,AST001,70.78292950515464,5000,353914.6475257732
2023-01-05,AST002,73.83871916652218,5000,369193.5958326109
2023-01-05,AST003,79.46832840800249,5000,397341.64204001246
2023-01-05,AST004,69.5932459999371,5000,347966.2299996855
2023-01-05,AST005,69.4504197625816,5000,347252.098812908
2023-01-05,AST006,92.05410149584723,5000,460270.50747923617
2023-01-05,AST007,75.84174361197668,5000,379208.7180598834
2023-01-05,AST008,78.02134605771249,5000,390106.7302885625
2023-01-05,AST009,75.49579000107343,5000,377478.95000536717
2023-01-05,AST010,84.26255082672898,5000,421312.7541336449
2023-01-05,AST011,71.79269476296801,5000,358963.4738148401
2023-01-05,AST012,75.75703886451615,5000,378785.19432258076
2023-01-05,AST013,74.3938340606498,5000,371969.170303249
2023-01-05,AST014,58.94752046101975,5000,294737.6023050987
2023-01-05,AST015,67.06921575857234,5000,335346.0787928617
2023-01-05,AST016,73.8344288675859,5000,369172.1443379295
2023-01-05,AST017,71.8480273742541,5000,359240.1368712705
2023-01-05,AST018,70.8418990425268,5000,354209.49521263404
2023-01-05,AST019,66.96338880380789,5000,334816.94401903945
2023-01-05,AST020,70.01867091823827,5000,350093.35459119134
2023-01-05,AST021,94.5279255064756,5000,472639.627532378
2023-01-05,AST022,98.85911015961503,5000,494295.55079807516
2023-01-05,AST023,66.82906986670339,5000,334145.34933351696
2023-01-05,AST024,90.914554842807,5000,454572.77421403496
2023-01-05,AST025,64.85550058362611,5000,324277.50291813054
2023-01-05,AST026,71.02080615413757,5000,355104.03077068785
2023-01-05,AST027,72.42590534586935,5000,362129.5267293468
2023-01-05,AST028,72.1957769230956,5000,360978.884615478
2023-01-05,AST029,78.09781043353824,5000,390489.05216769123
2023-01-05,AST030,70.61025456034285,5000,353051.27280171425
2023-01-05,AST031,86.16008801368494,5000,430800.4400684247
2023-01-05,AST032,63.44780296517543,5000,317239.01482587715
2023-01-05,AST033,68.67394606011972,5000,343369.7303005986
2023-01-05,AST034,64.3908931391085,5000,321954.4656955425
2023-01-05,AST035,65.77261346571929,5000,328863.06732859643
2023-01-05,AST036,78.68744943901902,5000,393437.2471950951
2023-01-05,AST037,89.54849863095401,5000,447742.49315477005
2023-01-05,AST038,69.93121875840875,5000,349656.09379204374
2023-01-05,AST039,101.57194239891433,5000,507859.71199457167
2023-01-05,AST040,70.17213268288606,5000,350860.6634144303
2023-01-05,AST041,79.29883788103868,5000,396494.1894051934
2023-01-05,AST042,63.715552462772514,5000,318577.76231386256
2023-01-05,AST043,75.65872281206686,5000,378293.6140603343
2023-01-05,AST044,71.52335010936726,5000,357616.7505468363
2023-01-05,AST045,71.76660961547277,5000,358833.04807736387
2023-01-05,AST046,58.34352135581292,5000,291717.6067790646
2023-01-05,AST047,77.7798679357729,5000,388899.3396788645
2023-01-05,AST048,64.34223007617344,5000,321711.1503808672
2023-01-05,AST049,67.80728141357882,5000,339036.4070678941
2023-01-05,AST050,84.5441427081781,5000,422720.7135408905
2023-01-05,AST051,79.84862572125978,5000,399243.1286062989
2023-01-05,AST052,76.02039612869082,5000,380101.9806434541
2023-01-05,AST053,66.28307496277876,5000,331415.37481389375
2023-01-05,AST054,80.6367742044376,5000,403183.871022188
2023-01-05,AST055,70.33916338693982,5000,351695.8169346991
2023-01-05,AST056,72.38959607921267,5000,361947.98039606336
2023-01-05,AST057,73.34748700673686,5000,366737.4350336843
2023-01-05,AST058,78.74201066745192,5000,393710.0533372596
2023-01-05,AST059,67.04463776181785,5000,335223.18880908925
2023-01-06,AST000,68.66966046317344,5000,343348.3023158672
2023-01-06,AST001,71.75924665367242,5000,358796.2332683621
2023-01-06,AST002,74.02065960266724,5000,370103.2980133362
2023-01-06,AST003,80.20442280196713,5000,401022.11400983564
2023-01-06,AST004,68.85247662619899,5000,344262.383130995
2023-01-06,AST005,70.25357466913928,5000,351267.8733456964
2023-01-06,AST006,93.46715921400337,5000,467335.79607001686
2023-01-06,AST007,75.59533917047672,5000,377976.6958523836
2023-01-06,AST008,79.10564377980424,5000,395528.2188990212
2023-01-06,AST009,75.74944708915493,5000,378747.2354457746
2023-01-06,AST010,83.06645057470655,5000,415332.25287353277
2023-01-06,AST011,72.23221430870005,5000,361161.07154350023
2023-01-06,AST012,75.94416765915568,5000,379720.83829577843
2023-01-06,AST013,74.70771636528353,5000,373538.58182641765
2023-01-06,AST014,60.151365314718426,5000,300756.82657359214
2023-01-06,AST015,67.05955201908985,5000,335297.7600954492
2023-01-06,AST016,75.24146930638479,5000,376207.3465319239
2023-01-06,AST017,71.13181084703506,5000,355659.05423517525
2023-01-06,AST018,70.52141748945378,5000,352607.0874472689
2023-01-06,AST019,66.75243943114666,5000,333762.1971557333
2023-01-06,AST020,69.67408989296666,5000,348370.4494648333
2023-01-06,AST021,96.29720013111705,5000,481486.00065558526
2023-01-06,AST022,98.39973360216985,5000,491998.6680108492
2023-01-06,AST023,67.55309248919552,5000,337765.4624459776
2023-01-06,AST024,89.41396886072619,5000,447069.84430363093
2023-01-06,AST025,65.07378443459956,5000,325368.9221729978
2023-01-06,AST026,71.74236639560392,5000,358711.8319780196
2023-01-06,AST027,73.0676688503921,5000,365338.34425196046
2023-01-06,AST028,71.88117071073289,5000,359405.85355366446
2023-01-06,AST029,78.16046745800297,5000,390802.33729001484
2023-01-06,AST030,73.01574754058068,5000,365078.7377029034
2023-01-06,AST031,85.84693411753436,5000,429234.6705876718
2023-01-06,AST032,63.59827714943533,5000,317991.38574717665
2023-01-06,AST033,69.62487453536136,5000,348124.37267680676
2023-01-06,AST034,65.15788406278072,5000,325789.4203139036
2023-01-06,AST035,65.94261420836261,5000,329713.07104181306
2023-01-06,AST036,79.25553154417943,5000,396277.6577208972
2023-01-06,AST037,91.01583072134557,5000,455079.15360672784
2023-01-06,AST038,69.7955674383945,5000,348977.8371919725
2023-01-06,AST039,102.42110082288164,5000,512105.5041144082
2023-01-06,AST040,70.50982743435969,5000,352549.13717179844
2023-01-06,AST041,79.09515429263949,5000,395475.7714631975
2023-01-06,AST042,63.65056058346665,5000,318252.80291733326
2023-01-06,AST043,76.51804198648088,5000,382590.2099324044
2023-01-06,AST044,71.04066246373671,5000,355203.31231868354
2023-01-06,AST045,70.43340588753773,5000,352167.02943768864
2023-01-06,AST046,58.12177744267441,5000,290608.88721337204
2023-01-06,AST047,76.99818650543934,5000,384990.93252719665
2023-01-06,AST048,65.15957840524,5000,325797.8920262
2023-01-06,AST049,67.70572412443128,5000,338528.6206221564
2023-01-06,AST050,84.6967778855272,5000,423483.889427636
2023-01-06,AST051,81.07702510011438,5000,405385.1255005719
2023-01-06,AST052,78.26569054898879,5000,391328.4527449439
2023-01-06,AST053,65.9967665565093,5000,329983.8327825465
2023-01-06,AST054,79.74055110194307,5000,398702.75550971535
2023-01-06,AST055,70.56171129649454,5000,352808.5564824727
2023-01-06,AST056,72.70437927115752,5000,363521.8963557876
2023-01-06,AST057,73.30711461850576,5000,366535.5730925288
2023-01-06,AST058,78.04775546670632,5000,390238.7773335316
2023-01-06,AST059,67.77440493892006,5000,338872.02469460026
2023-01-09,AST000,68.6853785734457,5000,343426.89286722854
2023-01-09,AST001,72.0663614613204,5000,360331.807306602
2023-01-09,AST002,74.17419058155697,5000,370870.95290778484
2023-01-09,AST003,81.51379487705671,5000,407568.97438528354
2023-01-09,AST004,70.30747834015422,5000,351537.3917007711
2023-01-09,AST005,71.51499845009586,5000,357574.9922504793
2023-01-09,AST006,93.31052316104295,5000,466552.61580521474
2023-01-09,AST007,74.9847755217751,5000,374923.8776088755
2023-01-09,AST008,79.74736708271472,5000,398736.8354135736
2023-01-09,AST009,75.81139015152647,5000,379056.9507576323
2023-01-09,AST010,82.04419382125892,5000,410220.96910629456
2023-01-09,AST011,74.02706071358391,5000,370135.30356791953
2023-01-09,AST012,77.63265480167398,5000,388163.2740083699
2023-01-09,AST013,74.97075824861183,5000,374853.79124305915
2023-01-09,AST014,60.724336641856944,5000,303621.68320928473
2023-01-09,AST015,66.64992690861766,5000,333249.63454308826
2023-01-09,AST016,74.82529195348535,5000,374126.4597674267
2023-01-09,AST017,71.92449086017142,5000,359622.4543008571
2023-01-09,AST018,71.16649401522469,5000,355832.4700761234
2023-01-09,AST019,68.19973254634374,5000,340998.6627317187
2023-01-09,AST020,70.7093345775388,5000,353546.672887694
2023-01-09,AST021,97.07845498088795,5000,485392.27490443975
2023-01-09,AST022,99.32062689451209,5000,496603.1344725604
2023-01-09,AST023,68.41200813428722,5000,342060.0406714361
2023-01-09,AST024,89.87948063220303,5000,449397.4031610151
2023-01-09,AST025,65.17645997576247,5000,325882.29987881234
2023-01-09,AST026,71.7906449048255,5000,358953.2245241275
2023-01-09,AST027,72.86196055896818,5000,364309.8027948409
2023-01-09,AST028,71.64357077840819,5000,358217.85389204096
2023-01-09,AST029,78.22997073714971,5000,391149.8536857486
2023-01-09,AST030,72.78859715052506,5000,363942.98575262533
2023-01-09,AST031,87.27504870930758,5000,436375.24354653794
2023-01-09,AST032,65.03270703259197,5000,325163.5351629599
2023-01-09,AST033,71.05215408049914,5000,355260.7704024957
2023-01-09,AST034,66.21541770362697,5000,331077.08851813484
2023-01-09,AST035,68.38022950796908,5000,341901.1475398454
2023-01-09,AST036,79.32069690790298,5000,396603.48453951493
2023-01-09,AST037,90.9277964604453,5000,454638.9823022265
2023-01-09,AST038,71.43169569053497,5000,357158.4784526748
2023-01-09,AST039,101.47400040257912,5000,507370.0020128956
2023-01-09,AST040,70.81168710002564,5000,354058.4355001282
2023-01-09,AST041,78.75218646414358,5000,393760.9323207179
2023-01-09,AST042,64.08888888988606,5000,320444.44444943033
2023-01-09,AST043,76.21265176825642,5000,381063.2588412821
2023-01-09,AST044,71.88354845602656,5000,359417.7422801328
2023-01-09,AST045,71.81085276537837,5000,359054.26382689184
2023-01-09,AST046,57.94537818082316,5000,289726.8909041158
2023-01-09,AST047,77.97508675693805,5000,389875.4337846903
2023-01-09,AST048,64.93254914801756,5000,324662.74574008776
2023-01-09,AST049,68.0767678323253,5000,340383.8391616265
2023-01-09,AST050,83.69838087237477,5000,418491.90436187387
2023-01-09,AST051,82.00578134828207,5000,410028.9067414104
2023-01-09,AST052,80.22499448146912,5000,401124.9724073456
2023-01-09,AST053,65.95648213107336,5000,329782.4106553668
2023-01-09,AST054,81.26507189684021,5000,406325.35948420106
2023-01-09,AST055,70.59771870209867,5000,352988.59351049335
2023-01-09,AST056,74.77402446431385,5000,373870.12232156924
2023-01-09,AST057,73.86379720100332,5000,369318.9860050166
2023-01-09,AST058,78.28956737029431,5000,391447.8368514715
2023-01-09,AST059,68.14863227844216,5000,340743.1613922108
2023-01-10,AST000,68.5384973976857,5000,342692.4869884285
2023-01-10,AST001,71.403724886618,5000,357018.62443309
2023-01-10,AST002,73.16260178011198,5000,365813.0089005599
2023-01-10,AST003,80.24354953095344,5000,401217.74765476724
2023-01-10,AST004,69.88441056345998,5000,349422.0528172999
2023-01-10,AST005,70.7042135739151,5000,353521.06786957546
2023-01-10,AST006,92.6833171126975,5000,463416.5855634875
2023-01-10,AST007,74.0998015195657,5000,370499.0075978285
2023-01-10,AST008,79.0557223660902,5000,395278.61183045094
2023-01-10,AST009,75.9981628842565,5000,379990.8144212825
2023-01-10,AST010,82.28589605266126,5000,411429.4802633063
2023-01-10,AST011,73.2682433862071,5000,366341.2169310355
2023-01-10,AST012,76.67937713804275,5000,383396.88569021376
2023-01-10,AST013,74.84434141057194,5000,374221.7070528597
2023-01-10,AST014,60.65378628923723,5000,303268.93144618615
2023-01-10,AST015,66.02143113891415,5000,330107.15569457074
2023-01-10,AST016,74.81028908761816,5000,374051.44543809077
2023-01-10,AST017,71.43308023304324,5000,357165.40116521623
2023-01-10,AST018,70.0059129087433,5000,350029.5645437165
2023-01-10,AST019,66.46524897741024,5000,332326.24488705123
2023-01-10,AST020,71.44005140320327,5000,357200.25701601635
2023-01-10,AST021,95.44334157214976,5000,477216.7078607488
2023-01-10,AST022,96.76481740394718,5000,483824.0870197359
2023-01-10,AST023,67.51067187743277,5000,337553.35938716383
2023-01-10,AST024,90.17836272491955,5000,450891.81362459774
2023-01-10,AST025,64.38771239702373,5000,321938.56198511866
2023-01-10,AST026,70.88825683171899,5000,354441.28415859496
2023-01-10,AST027,71.8815975494739,5000,359407.98774736945
2023-01-10,AST028,72.38156742397129,5000,361907.83711985644
2023-01-10,AST029,77.70494796482927,5000,388524.7398241464
2023-01-10,AST030,73.9607958866849,5000,369803.97943342454
2023-01-10,AST031,86.6239606387854,5000,433119.80319392704
2023-01-10,AST032,64.84330922376387,5000,324216.54611881933
2023-01-10,AST033,70.94176853786199,5000,354708.84268930997
2023-01-10,AST034,65.44523440612168,5000,327226.1720306084
2023-01-10,AST035,68.22177183988616,5000,341108.8591994308
2023-01-10,AST036,78.76291907052783,5000,393814.59535263915
2023-01-10,AST037,89.561465886182,5000,447807.32943091
2023-01-10,AST038,71.33686405114217,5000,356684.32025571086
2023-01-10,AST039,101.97297176119821,5000,509864.85880599107
2023-01-10,AST040,70.52712580312026,5000,352635.6290156013
2023-01-10,AST041,78.20057803390513,5000,391002.89016952564
2023-01-10,AST042,63.24055374516546,5000,316202.7687258273
2023-01-10,AST043,75.86681275831391,5000,379334.06379156956
2023-01-10,AST044,71.2866257976743,5000,356433.1289883715
2023-01-10,AST045,71.41231277868943,5000,357061.5638934471
2023-01-10,AST046,57.195326939410656,5000,285976.6346970533
2023-01-10,AST047,76.58489712620616,5000,382924.4856310308
2023-01-10,AST048,64.83755652602258,5000,324187.7826301129
2023-01-10,AST049,67.93880213977249,5000,339694.01069886243
2023-01-10,AST050,83.85692099542507,5000,419284.60497712536
2023-01-10,AST051,82.28775441331427,5000,411438.7720665714
2023-01-10,AST052,79.13782742559899,5000,395689.1371279949
2023-01-10,AST053,65.5223262850057,5000,327611.6314250285
2023-01-10,AST054,79.22286260490472,5000,396114.3130245236
2023-01-10,AST055,71.0753468289503,5000,355376.7341447515
2023-01-10,AST056,72.25986666545197,5000,361299.3333272598
2023-01-10,AST057,73.17703213546297,5000,365885.16067731485
2023-01-10,AST058,77.66350106070145,5000,388317.50530350726
2023-01-10,AST059,67.39893146654168,5000,336994.6573327084
2023-01-11,AST000,67.30560014713993,5000,336528.0007356996
2023-01-11,AST001,70.54748646964755,5000,352737.4323482378
2023-01-11,AST002,72.69446779581428,5000,363472.33897907136
2023-01-11,AST003,79.19050823127698,5000,395952.5411563849
2023-01-11,AST004,69.58269826241879,5000,347913.4913120939
2023-01-11,AST005,69.5282079308656,5000,347641.039654328
2023-01-11,AST006,90.81635477788834,5000,454081.7738894417
2023-01-11,AST007,73.9334169067406,5000,369667.08453370305
2023-01-11,AST008,78.96146198334661,5000,394807.30991673307
2023-01-11,AST009,75.30668231330694,5000,376533.41156653466
2023-01-11,AST010,80.9288637436343,5000,404644.3187181715
2023-01-11,AST011,72.69799594227493,5000,363489.9797113746
2023-01-11,AST012,77.98164395573863,5000,389908.21977869316
2023-01-11,AST013,74.37839504528286,5000,371891.9752264143
2023-01-11,AST014,60.249300318787384,5000,301246.50159393693
2023-01-11,AST015,66.03232854731645,5000,330161.64273658226
2023-01-11,AST016,73.52753837053488,5000,367637.6918526744
2023-01-11,AST017,71.15206037424866,5000,355760.30187124334
2023-01-11,AST018,69.9076763302252,5000,349538.381651126
2023-01-11,AST019,66.003523924756,5000,330017.61962377996
2023-01-11,AST020,70.31143741325343,5000,351557.1870662671
2023-01-11,AST021,96.17314364793413,5000,480865.7182396706
2023-01-11,AST022,94.96753311591519,5000,474837.6655795759
2023-01-11,AST023,67.54752490333074,5000,337737.6245166537
2023-01-11,AST024,88.40409985809241,5000,442020.49929046206
2023-01-11,AST025,64.34940361537544,5000,321747.01807687717
2023-01-11,AST026,70.32012848515146,5000,351600.6424257573
2023-01-11,AST027,70.61619722986975,5000,353080.9861493488
2023-01-11,AST028,71.50410638296441,5000,357520.53191482206
2023-01-11,AST029,76.05396744388821,5000,380269.8372194411
2023-01-11,AST030,72.05152856539142,5000,360257.6428269571
2023-01-11,AST031,85.71182768609346,5000,428559.1384304673
2023-01-11,AST032,64.37110686383711,5000,321855.5343191856
2023-01-11,AST033,70.78100515902325,5000,353905.02579511626
2023-01-11,AST034,64.87805618766171,5000,324390.28093830857
2023-01-11,AST035,68.07927126749793,5000,340396.3563374897
2023-01-11,AST036,78.15589339377941,5000,390779.46696889703
2023-01-11,AST037,88.92710190071669,5000,444635.5095035835
2023-01-11,AST038,71.17053036899561,5000,355852.65184497804
2023-01-11,AST039,102.7715749938572,5000,513857.87496928603
2023-01-11,AST040,68.61633068289255,5000,343081.65341446275
2023-01-11,AST041,79.12234516817301,5000,395611.72584086505
2023-01-11,AST042,62.68588070406352,5000,313429.40352031763
2023-01-11,AST043,75.69770430971681,5000,378488.52154858405
2023-01-11,AST044,70.60453359150212,5000,353022.66795751057
2023-01-11,AST045,70.34506794086018,5000,351725.33970430086
